ID,ResponseAS,Tags,DC,ENGLISH,GERMAN,FRENCH
89,WIS,"Religion, Politics",12,"Azgal Ashmask - a dwarf of a low caste born deep in the Lekm-Muraz tunnels. When he attained divinity in 443 AE, he crushed the kingdoms and formed the Azgal Folkhem Forge. On his death in 470 AE, a great civil war broke out, resulting in the exiling of all his followers to the surface. But his influence was felt all around the Undercoast and above, as his Exiled dwarves spread Azgalism to all corners of Jor.",,"Azgal Masque-de-cendre - nain de basse caste né profondément dans les tunnels de Lekm-Muraz. Lorsqu'il atteignit la divinité en 443 EA, il écrasa les royaumes et forma la Forge folkhem d'Azgal. À sa mort en 470 EA, une grande guerre civile éclata, entraînant l'exil de tous ses fidèles vers la surface. Mais son influence fut ressentie dans toute la Sous-Côte et au-dessus, tandis que ses nains exilés répandaient l'azgalisme aux quatre coins de Jor."
90,WIS,Religion,13,Tokig the Gambler - a trickster goblin who united the tribes of Askanii during the Divine Era. Most famous for cutting off his right hand to fulfill a prophecy.,,Tokig le Joueur - filou gobelin qui unifia les tribus d'Askanii pendant l'Ère divine. Surtout célèbre pour s'être tranché la main droite afin d'accomplir une prophétie.
91,WIS,Religion,14,Lady Fair and Those Not - a young halfing leads her clan through a mountain pass and defends it for three days and three nights. She is known to be responsible for the founding of the Fordnip Commonwealth.,,Dame Belle et les Autres - une jeune halfeline mène son clan à travers un col de montagne et le défend pendant trois jours et trois nuits. On la tient pour responsable de la fondation du Commonwealth de Fordnip.
92,INT,Geography,9,"Fordnip Commonwealth - the unified states of halfling lands in western Askan. Also known as the Clanlands. They were allies of Norvik in the early days of the conquest. Today, the relationship is strained, after Norvik refused to aid them against the Golden Horde.",,"Commonwealth de Fordnip - États unifiés des terres halfelines de l'ouest d'Askan. Aussi appelés Terres des clans. Ils furent alliés de Norvik aux premiers jours de la conquête. Aujourd'hui, la relation est tendue, après que Norvik a refusé de les aider contre la Horde dorée."
93,INT,Esoterics,16,Various Factors - the world is highly complicated.,,Divers facteurs - le monde est extrêmement compliqué.
94,STR,City,10,"Urthguard - the heroes of Norvik, keepers of city law, defenders of humanity. Your brothers.",,"Garde d'Urth - héros de Norvik, gardiens de la loi urbaine, défenseurs de l'humanité. Tes frères."
95,INT,Spells,11,"Shield - a first level abjuration spell. Can be cast as a reaction to raise an arcane barrier around the caster, protecting against the fiercest of blows.",,"Bouclier - sort d'abjuration de premier niveau. Peut être lancé en réaction pour dresser une barrière arcanique autour du lanceur, le protégeant des coups les plus féroces."
96,INT,Literature,16,Léxandro - gnomish author of 'The Folk' a collection of essays on the topic of populism. Famously suggested the new era to be named the 'Era of Crowds'. Attempted to modernize Reedsian theocracies. ,,"Léxandro - auteur gnome de ""Le Peuple"", recueil d'essais sur le populisme. Il suggéra notamment de nommer la nouvelle ère ""Ère des Foules"". Il tenta de moderniser les théocraties reedsiennes."
97,STR,Literature,8,"Léxandro - someone your Patriarch quotes a lot. His ideas modernized theocracies in Reeds, reviving them towards the end of the Arcane Era.",,"Léxandro - quelqu'un que ton Patriarche cite beaucoup. Ses idées modernisèrent les théocraties de Reeds, les ranimant vers la fin de l'Ère arcanique."
98,INT,"City, History",10,"Borgo Darrow - the first paladin of Urth. Founded the Urthguard, as well as the illustrious Darrow bloodline. Known for his bravery, and inability to be damaged in battle. Died of heart attack at age 40. His passing is used as an example of the importance of aging men to keep track of cardiovascular diseases.",,"Borgo Darrow - premier paladin d'Urth. Il fonda la Garde d'Urth ainsi que l'illustre lignée Darrow. Connu pour sa bravoure et son incapacité à être blessé au combat. Mort d'une crise cardiaque à 40 ans. Sa disparition sert d'exemple sur l'importance, pour les hommes vieillissants, de surveiller les maladies cardiovasculaires."
99,STR,"City, History",11,"Borgo Darrow - the legendary first paladin of Urth. Founded the Urthguard, and died tragically at a young age. He is remembered as the manly ideal in Norvik.",,Borgo Darrow - légendaire premier paladin d'Urth. Il fonda la Garde d'Urth et mourut tragiquement jeune. On se souvient de lui comme de l'idéal viril de Norvik.
100,CHA,Religion,8,River Run - Norvikian holiday celebrated at the start of summer. Traditionally a bike race is held along River Torna each year.,,"Course du fleuve - fête norvikienne célébrée au début de l'été. Traditionnellement, une course à vélo est organisée chaque année le long du fleuve Torna."
101,INT,"Religion, History, EM",8,"Tol - Urth's brother and mythical explorer of Askan. Founded several towns along River Torna, and famously never returned from his expedition to the Infinite Wastes.",,Tol - frère d'Urth et explorateur mythique d'Askan. Il fonda plusieurs villes le long du fleuve Torna et ne revint jamais de son expédition vers les Désolations infinies.
102,INT,Nature,7,Duck - a waterfowl common in Askanii lakes.,,Canard - oiseau aquatique courant dans les lacs askanii.
103,CHA,Nature,12,"Duck - nickname for a warrior who fell in honorable combat and then later revived. Sort of a synonym for coward, but not necessarily.",,"Canard - surnom donné à un guerrier tombé dans un combat honorable puis ressuscité plus tard. Sorte de synonyme de lâche, mais pas forcément."
104,WIS,Nature,16,Duck - many roam Askanii. There are horrific legends told of the great evil ducks up in Tol's Pass. Any Urthguard member who slays such a beast is rewarded with a title of 'Duckslayer'.,,"Canard - beaucoup parcourent Askanii. De terribles légendes parlent des grands canards maléfiques du col de Tol. Tout membre de la Garde d'Urth qui abat une telle bête reçoit le titre de ""Tueur de canard""."
105,DEX,Nature,11,"Duck - scary things. They used to chase you when you were a kid, out in the country.",,"Canard - choses effrayantes. Ils te poursuivaient quand tu étais enfant, à la campagne."
106,STR,History,13,"Duck - a long time ago, the duck was a symbol for the city of Norvik. It was later replaced by a fish.",,"Canard - il y a très longtemps, le canard était le symbole de la ville de Norvik. Il fut ensuite remplacé par un poisson."
107,CON,"City, History",16,Duck - THIS IS NO DUCK.,,Canard - CECI N'EST PAS UN CANARD.
108,INT,Nature,10,Barnacle Goose - a black feathered medium-sized goose. Known to consume travelers up in Tol's Pass.,,Bernache nonnette - oie noire de taille moyenne. Connue pour dévorer les voyageurs au col de Tol.
109,INT,Geography,13,"Tol's Pass - the valley containing the inland-end of River Torna, as well as the farthest stretches of Norvikian civilization. Known for its rare mineral deposits, the terrible Barnacle Goose, and almost as horrific Esoteric Storms.",,"Col de Tol - vallée contenant l'extrémité intérieure du fleuve Torna, ainsi que les confins les plus éloignés de la civilisation norvikienne. Connu pour ses rares gisements minéraux, la terrible bernache nonnette et des tempêtes ésotériques presque aussi horribles."
110,CHA,Nature,15,Illymian Herbs - slang for the many types of hallucinatory and performance enhancing herbal remedies brought into Norvik by elven smugglers.,,Herbes illymiennes - argot pour les nombreux remèdes herbacés hallucinogènes et dopants introduits à Norvik par des contrebandiers elfes.
111,WIS,City,11,High Prefect - few hold this title in Norvik. It is given to great warriors of Urth who serve the Palace closely.,,Haut préfet - peu de gens portent ce titre à Norvik. Il est accordé aux grands guerriers d'Urth qui servent le Palais de près.
112,INT,Politics,9,Thirteen Holster - a collection of laws surrounding the lawful arrest of citizens.,,Treize Étuis - ensemble de lois entourant l'arrestation légale des citoyens.
113,INT,Nature,15,Bubble Yarn - hair fibres taken from an Askanii mega-ox. Not as fancy as it sounds.,,Fil de bulle - fibres capillaires prélevées sur un méga-boeuf askanii. Pas aussi chic que ça en a l'air.
114,INT,City,12,"Lichhouse - a mortuary. A holding space for dead bodies. During times of undeath, they are known to be heavily guarded.",,"Lichhouse - morgue. Lieu de conservation des corps morts. En période de non-mort, elles sont connues pour être fortement gardées."
115,WIS,Geography,11,"Undersea Coast - the gravity reversed cavern, sea, and archipelago. Right underneath the Coast. Dig down far enough and you'll end up passing through the gravity flip, and then you can make the climb to the Undercoast.",,"Côte sous-marine - caverne, mer et archipel à gravité inversée. Juste sous la Côte. Creuse assez profond et tu finiras par traverser le retournement gravitationnel, puis tu pourras remonter vers la Sous-Côte."
116,INT,Esoterics,8,"Megastorm - like a storm, but mega. Don't happen too often.",,"Mégatempête - comme une tempête, mais méga. Ça n'arrive pas trop souvent."
117,CHA,Geography,12,"Houses of Fire - the aristocracy ruling over several cities in Hae'Xi. They are famous for being elven, human, or even celestials who intermingled with the demonic forces of the region.",,"Maisons du Feu - aristocratie régnant sur plusieurs cités de Hae'Xi. Elles sont célèbres pour compter des elfes, des humains, voire des célestes mêlés aux forces démoniaques de la région."
