ID,ResponseAS,Tags,DC,ENGLISH,GERMAN,FRENCH
75,CHA,Geography,10,"Vieux Diminor - terme pour Diminor. Souvent utilisé pour désigner la bande avant qu'elle ne soit renommée ""Reeds"" à la fin des Accords de capitulation de la Guerre de la Côte. Certains le disent avec sarcasme. Certains avec fierté. Certains avec peur.",,"Vieux Diminor - terme pour Diminor. Souvent utilisé pour désigner la bande avant qu'elle ne soit renommée ""Reeds"" à la fin des Accords de capitulation de la Guerre de la Côte. Certains le disent avec sarcasme. Certains avec fierté. Certains avec peur."
76,INT,Esoterics,15,"Bicyclette - moyen de transport terrestre popularisé au début de l'Ère arcanique. Inventé à l'origine à cause de la difficulté de transporter des chevaux vers les cités magocratiques flottantes, car ils ont peur des portails.",,"Bicyclette - moyen de transport terrestre popularisé au début de l'Ère arcanique. Inventé à l'origine à cause de la difficulté de transporter des chevaux vers les cités magocratiques flottantes, car ils ont peur des portails."
77,CHA,Esoterics,13,Bicyclette - utile pour parcourir de longues distances avec facilité et vitesse. Utilisée par les travailleurs ordinaires dans tout Norvik. Considérée comme un moyen de transport de pauvre à la campagne.,,Bicyclette - utile pour parcourir de longues distances avec facilité et vitesse. Utilisée par les travailleurs ordinaires dans tout Norvik. Considérée comme un moyen de transport de pauvre à la campagne.
78,STR,Esoterics,12,Bicyclette - moyen de transport bâti sur la force de tes deux jambes. Les vrais hommes traversent les rues de la ville à toute allure pour trouver leur destin.,,Bicyclette - moyen de transport bâti sur la force de tes deux jambes. Les vrais hommes traversent les rues de la ville à toute allure pour trouver leur destin.
79,WIS,Esoterics,11,Bicyclette - outil permettant à l'homme ordinaire d'atteindre des distances efficacement et en sécurité. Un outil inestimable pour une société égalitaire.,,Bicyclette - outil permettant à l'homme ordinaire d'atteindre des distances efficacement et en sécurité. Un outil inestimable pour une société égalitaire.
80,DEX,Esoterics,10,Bicyclette - célèbre pour avoir été utilisée par les Libre-Marcheurs au début de la révolution afin d'échapper aux forces magocratiques. Elle est aujourd'hui un symbole de nombreuses Cités libres de Reeds.,,Bicyclette - célèbre pour avoir été utilisée par les Libre-Marcheurs au début de la révolution afin d'échapper aux forces magocratiques. Elle est aujourd'hui un symbole de nombreuses Cités libres de Reeds.
81,CON,Esoterics,5,"Bicyclette - les vélos, c'est sympa.",,"Bicyclette - les vélos, c'est sympa."
82,INT,Esoterics,13,"Vélo de poche - objet magique populaire. Produit en masse à la fin de l'Ère arcanique, mais l'offre diminue ces temps-ci.",,"Vélo de poche - objet magique populaire. Produit en masse à la fin de l'Ère arcanique, mais l'offre diminue ces temps-ci."
83,INT,Nature,9,Brachen - arbre askanii connu pour son caractère impénétrable. Parfois appelé bois-de-fer. La Forêt d'Illym possède la plus grande concentration de brachens au monde.,,Brachen - arbre askanii connu pour son caractère impénétrable. Parfois appelé bois-de-fer. La Forêt d'Illym possède la plus grande concentration de brachens au monde.
84,CHA,"Language
",10,Bois-de-fer - surnom courant du bois de Brachen.,,Bois-de-fer - surnom courant du bois de Brachen.
85,CHA,History,11,"La Réparatrice - manière courante de désigner Illym la Réparatrice, la déesse qui fonda l'Empire d'Illym. Elle était assez importante, avant de mourir au siècle dernier.",,"La Réparatrice - manière courante de désigner Illym la Réparatrice, la déesse qui fonda l'Empire d'Illym. Elle était assez importante, avant de mourir au siècle dernier."
86,,,,,,
87,WIS,History,12,"Fell Tire - terre de ruines elfiques avec des basses terres magiquement fertiles entre elles. En son centre se trouve Bloodcity Bay, la plus grande ville de la Côte, bâtie à partir du cadavre, ou plutôt seulement de la tête, de Gorgorian.",,"Fell Tire - terre de ruines elfiques avec des basses terres magiquement fertiles entre elles. En son centre se trouve Bloodcity Bay, la plus grande ville de la Côte, bâtie à partir du cadavre, ou plutôt seulement de la tête, de Gorgorian."
88,CHA,Geography,9,"Terres des clans - terme désignant les États halfelins unifiés de l'ouest d'Askan. Le nom officiel est le Commonwealth de Fordnip, même si beaucoup l'évitent pour ne pas agacer les envoyés de la Horde dorée.",,"Terres des clans - terme désignant les États halfelins unifiés de l'ouest d'Askan. Le nom officiel est le Commonwealth de Fordnip, même si beaucoup l'évitent pour ne pas agacer les envoyés de la Horde dorée."
89,WIS,"Religion, Politics",12,"Azgal Masque-de-cendre - nain de basse caste né profondément dans les tunnels de Lekm-Muraz. Lorsqu'il atteignit la divinité en 443 EA, il écrasa les royaumes et forma la Forge folkhem d'Azgal. À sa mort en 470 EA, une grande guerre civile éclata, entraînant l'exil de tous ses fidèles vers la surface. Mais son influence fut ressentie dans toute la Sous-Côte et au-dessus, tandis que ses nains exilés répandaient l'azgalisme aux quatre coins de Jor.",,"Azgal Masque-de-cendre - nain de basse caste né profondément dans les tunnels de Lekm-Muraz. Lorsqu'il atteignit la divinité en 443 EA, il écrasa les royaumes et forma la Forge folkhem d'Azgal. À sa mort en 470 EA, une grande guerre civile éclata, entraînant l'exil de tous ses fidèles vers la surface. Mais son influence fut ressentie dans toute la Sous-Côte et au-dessus, tandis que ses nains exilés répandaient l'azgalisme aux quatre coins de Jor."
90,WIS,Religion,13,Tokig le Joueur - filou gobelin qui unifia les tribus d'Askanii pendant l'Ère divine. Surtout célèbre pour s'être tranché la main droite afin d'accomplir une prophétie.,,Tokig le Joueur - filou gobelin qui unifia les tribus d'Askanii pendant l'Ère divine. Surtout célèbre pour s'être tranché la main droite afin d'accomplir une prophétie.
91,WIS,Religion,14,Dame Belle et les Autres - une jeune halfeline mène son clan à travers un col de montagne et le défend pendant trois jours et trois nuits. On la tient pour responsable de la fondation du Commonwealth de Fordnip.,,Dame Belle et les Autres - une jeune halfeline mène son clan à travers un col de montagne et le défend pendant trois jours et trois nuits. On la tient pour responsable de la fondation du Commonwealth de Fordnip.
92,INT,Geography,9,"Commonwealth de Fordnip - États unifiés des terres halfelines de l'ouest d'Askan. Aussi appelés Terres des clans. Ils furent alliés de Norvik aux premiers jours de la conquête. Aujourd'hui, la relation est tendue, après que Norvik a refusé de les aider contre la Horde dorée.",,"Commonwealth de Fordnip - États unifiés des terres halfelines de l'ouest d'Askan. Aussi appelés Terres des clans. Ils furent alliés de Norvik aux premiers jours de la conquête. Aujourd'hui, la relation est tendue, après que Norvik a refusé de les aider contre la Horde dorée."
93,INT,Esoterics,16,Divers facteurs - le monde est extrêmement compliqué.,,Divers facteurs - le monde est extrêmement compliqué.
94,STR,City,10,"Garde d'Urth - héros de Norvik, gardiens de la loi urbaine, défenseurs de l'humanité. Tes frères.",,"Garde d'Urth - héros de Norvik, gardiens de la loi urbaine, défenseurs de l'humanité. Tes frères."
95,INT,Spells,11,"Bouclier - sort d'abjuration de premier niveau. Peut être lancé en réaction pour dresser une barrière arcanique autour du lanceur, le protégeant des coups les plus féroces.",,"Bouclier - sort d'abjuration de premier niveau. Peut être lancé en réaction pour dresser une barrière arcanique autour du lanceur, le protégeant des coups les plus féroces."
96,INT,Literature,16,"Léxandro - auteur gnome de ""Le Peuple"", recueil d'essais sur le populisme. Il suggéra notamment de nommer la nouvelle ère ""Ère des Foules"". Il tenta de moderniser les théocraties reedsiennes.",,"Léxandro - auteur gnome de ""Le Peuple"", recueil d'essais sur le populisme. Il suggéra notamment de nommer la nouvelle ère ""Ère des Foules"". Il tenta de moderniser les théocraties reedsiennes."
97,STR,Literature,8,"Léxandro - quelqu'un que ton Patriarche cite beaucoup. Ses idées modernisèrent les théocraties de Reeds, les ranimant vers la fin de l'Ère arcanique.",,"Léxandro - quelqu'un que ton Patriarche cite beaucoup. Ses idées modernisèrent les théocraties de Reeds, les ranimant vers la fin de l'Ère arcanique."
98,INT,"City, History",10,"Borgo Darrow - premier paladin d'Urth. Il fonda la Garde d'Urth ainsi que l'illustre lignée Darrow. Connu pour sa bravoure et son incapacité à être blessé au combat. Mort d'une crise cardiaque à 40 ans. Sa disparition sert d'exemple sur l'importance, pour les hommes vieillissants, de surveiller les maladies cardiovasculaires.",,"Borgo Darrow - premier paladin d'Urth. Il fonda la Garde d'Urth ainsi que l'illustre lignée Darrow. Connu pour sa bravoure et son incapacité à être blessé au combat. Mort d'une crise cardiaque à 40 ans. Sa disparition sert d'exemple sur l'importance, pour les hommes vieillissants, de surveiller les maladies cardiovasculaires."
99,STR,"City, History",11,Borgo Darrow - légendaire premier paladin d'Urth. Il fonda la Garde d'Urth et mourut tragiquement jeune. On se souvient de lui comme de l'idéal viril de Norvik.,,Borgo Darrow - légendaire premier paladin d'Urth. Il fonda la Garde d'Urth et mourut tragiquement jeune. On se souvient de lui comme de l'idéal viril de Norvik.
100,CHA,Religion,8,"Course du fleuve - fête norvikienne célébrée au début de l'été. Traditionnellement, une course à vélo est organisée chaque année le long du fleuve Torna.",,"Course du fleuve - fête norvikienne célébrée au début de l'été. Traditionnellement, une course à vélo est organisée chaque année le long du fleuve Torna."
101,INT,"Religion, History, EM",8,Tol - frère d'Urth et explorateur mythique d'Askan. Il fonda plusieurs villes le long du fleuve Torna et ne revint jamais de son expédition vers les Désolations infinies.,,Tol - frère d'Urth et explorateur mythique d'Askan. Il fonda plusieurs villes le long du fleuve Torna et ne revint jamais de son expédition vers les Désolations infinies.
102,INT,Nature,7,Canard - oiseau aquatique courant dans les lacs askanii.,,Canard - oiseau aquatique courant dans les lacs askanii.
103,CHA,Nature,12,"Canard - surnom donné à un guerrier tombé dans un combat honorable puis ressuscité plus tard. Sorte de synonyme de lâche, mais pas forcément.",,"Canard - surnom donné à un guerrier tombé dans un combat honorable puis ressuscité plus tard. Sorte de synonyme de lâche, mais pas forcément."
104,WIS,Nature,16,"Canard - beaucoup parcourent Askanii. De terribles légendes parlent des grands canards maléfiques du col de Tol. Tout membre de la Garde d'Urth qui abat une telle bête reçoit le titre de ""Tueur de canard"".",,"Canard - beaucoup parcourent Askanii. De terribles légendes parlent des grands canards maléfiques du col de Tol. Tout membre de la Garde d'Urth qui abat une telle bête reçoit le titre de ""Tueur de canard""."
105,DEX,Nature,11,"Canard - choses effrayantes. Ils te poursuivaient quand tu étais enfant, à la campagne.",,"Canard - choses effrayantes. Ils te poursuivaient quand tu étais enfant, à la campagne."
106,STR,History,13,"Canard - il y a très longtemps, le canard était le symbole de la ville de Norvik. Il fut ensuite remplacé par un poisson.",,"Canard - il y a très longtemps, le canard était le symbole de la ville de Norvik. Il fut ensuite remplacé par un poisson."
107,CON,"City, History",16,Canard - CECI N'EST PAS UN CANARD.,,Canard - CECI N'EST PAS UN CANARD.
108,INT,Nature,10,Bernache nonnette - oie noire de taille moyenne. Connue pour dévorer les voyageurs au col de Tol.,,Bernache nonnette - oie noire de taille moyenne. Connue pour dévorer les voyageurs au col de Tol.
109,INT,Geography,13,"Col de Tol - vallée contenant l'extrémité intérieure du fleuve Torna, ainsi que les confins les plus éloignés de la civilisation norvikienne. Connu pour ses rares gisements minéraux, la terrible bernache nonnette et des tempêtes ésotériques presque aussi horribles.",,"Col de Tol - vallée contenant l'extrémité intérieure du fleuve Torna, ainsi que les confins les plus éloignés de la civilisation norvikienne. Connu pour ses rares gisements minéraux, la terrible bernache nonnette et des tempêtes ésotériques presque aussi horribles."
